,Character,Traditional,HSK,FrequencyRank,Pinyin 1,Pinyin 2,Definition,Hanzi,Zein.se definition,Example words,Formatted Words
1141,盛,,6.0,1142,shèng, chéng,"abundant, flourishing; contain; fill",盛," [chéng] fill; contain<BR>[shèng] flourishing; 茂盛 luxurian<BR><BR>rank = 1184
",茂盛,茂<span class=examplehanzi>盛</span>
1142,怒,,5.0,1143,nù,,"anger, rage, passion; angry",怒," [nù] anger, rag<BR><BR>rank = 910
",,
1143,舞,,2.0,1144,wǔ,,"dance, posture, prance; brandish",舞," [wǔ] (跳舞 tiàowǔ) danc<BR><BR>rank = 1021
",跳舞,跳<span class=examplehanzi>舞</span>
1144,圆,圓   ,4.0,1145,yuán,,"circle; round, circular; complete",圆," [yuán] round, circle; (sometimes used for 元 yuán dollar<BR><BR>rank = 1134
",元,元
1145,搞,,5.0,1146,gǎo,,"to clear, clarify",搞," [gǎo] d<BR><BR>rank = 1026
",,
1146,狂,,5.0,1147,kuáng, jué,"insane, mad; violent; wild",狂," [kuáng] (疯狂 fēngkuáng) craz<BR><BR>rank = 1229
",疯狂,疯<span class=examplehanzi>狂</span>
1147,措,,5.0,1148,cuò, zé,"place; collect, arrange; employ",措," [cuò] arrange; 措施 cuòshī measure, ste<BR><BR>rank = 1485
",措施,<span class=examplehanzi>措</span>施
1148,姓,,2.0,1149,xìng,,"one's family name; clan, people",姓," [xìng] family name; 姓名 xìngmíng full name (family name and personal name); 您贵姓 Nín guìxìng? (May I ask for) your family name, Sir/Madame<BR><BR>rank = 739
",姓名; 您贵姓,<span class=examplehanzi>姓</span>名; 您贵<span class=examplehanzi>姓</span>
1149,残,殘   ,5.0,1150,cán,,"injure, spoil; oppress; broken",残," [cán] injure, barbarous, incomplete, remnan<BR><BR>rank = 1237
",,
1150,秋,秋 鞦  ,3.0,1151,qiū,,"autumn, fall; year",秋," [qiū] autumn, fall; 春夏秋冬 chūnxiàiūdōng the four season<BR><BR>rank = 1022
",春夏秋冬,春夏<span class=examplehanzi>秋</span>冬
1151,培,,5.0,1152,péi, pǒu,bank up with dirt; cultivate,培," [péi] 培养 foster, train, develop; 培育 cultivate, bree<BR><BR>rank = 1280
",培养; 培育,<span class=examplehanzi>培</span>养; <span class=examplehanzi>培</span>育
1152,迷,,5.0,1153,mí," mèi, mì","bewitch, charm, infatuate",迷," [mí] be lost; 我迷了路 Wǒ míle lù I am lost; 迷信 míxìn superstition, blind faith/worshi<BR><BR>rank = 1077
",我迷了路; 迷信,我<span class=examplehanzi>迷</span>了路; <span class=examplehanzi>迷</span>信
1153,诚,誠   ,4.0,1154,chéng,,"sincere, honest; true, real",诚," [chéng] (诚实) hones<BR><BR>rank = 1217
",诚实,<span class=examplehanzi>诚</span>实
1154,宽,寬   ,4.0,1155,kuān,,"broad, wide; spacious, vast",宽," [kuān] wide, broad, extend, rela<BR><BR>rank = 1183
",,
1155,宇,,5.0,1156,yǔ,,"house; building, structure; eaves",宇," [yǔ] eaves, universe; 宇宙 yǔzhòu cosmos; 庙宇 miàoyǔ templ<BR><BR>rank = 1610
",宇宙; 庙宇,<span class=examplehanzi>宇</span>宙; 庙<span class=examplehanzi>宇</span>
1156,猛,,6.0,1157,měng,,"violent, savage, cruel; bold",猛," [měng] fierc<BR><BR>rank = 1182
",,
1157,摆,擺   ,5.0,1158,bǎi,,"put, place; display; swing, sway",摆," [)</TD><TD>[bǎi] put, arrange, sway, wave; 摇摆舞 yáobǎiwǔ 'shake-sway-dance', waggle dance (of bees), rock 'n' rol<BR><BR>rank = 1173
",摇摆舞,摇<span class=examplehanzi>摆</span>舞
1158,梅,,,1159,méi,,plums; prunes; surname,梅," [méi] plum, prune; 梅花 plum blossom; 梅林 plum grov<BR><BR>rank = 1231
",梅花; 梅林,<span class=examplehanzi>梅</span>花; <span class=examplehanzi>梅</span>林
1159,毁,毀 譭 燬 ,6.0,1160,huǐ,,destroy,毁," [huǐ] destroy; 毁灭 huǐmiè exterminat<BR><BR>rank = 1551
",毁灭,<span class=examplehanzi>毁</span>灭
1160,伸,,5.0,1161,shēn,,"extend, stretch out, open up; trust",伸," [shēn] stretc<BR><BR>rank = 857
",,
1161,摩,,5.0,1162,mó, mā,"rub, scour, grind; friction",摩," [mó] 按摩 ànmó massage; 摩擦 mócā rub; friction<BR>[mā] 摩挲 māsa gently stroke, smooth rub, massag<BR><BR>rank = 1286
","按摩; 摩擦, 摩挲","按<span class=examplehanzi>摩</span>; <span class=examplehanzi>摩</span>擦, <span class=examplehanzi>摩</span>挲"
1162,盟,,6.0,1163,méng," míng, mèng","swear; oath, covenant, alliance",盟," [méng] (联盟 liánméng) alliance, pact<BR>[míng] 盟誓 míngshì oath of allianc<BR><BR>rank = 1583
",联盟; 盟誓,联<span class=examplehanzi>盟</span>; <span class=examplehanzi>盟</span>誓
1163,末,,3.0,1164,mò,,"final, last, end; insignificant",末," [mò] end, minor details; 末儿 mòr powder; 周末 zhōumò weekend<BR>[me] (=么 me); 什末 shénme what?<BR>{Compare with 未 wèi haven't<BR><BR>rank = 1272
",末儿; 周末; 么; 什末,<span class=examplehanzi>末</span>儿; 周<span class=examplehanzi>末</span>; 么; 什<span class=examplehanzi>末</span>
1164,乃,,,1165,nǎi,,"then; really, indeed; as it turned out, after all; namely",乃," [nǎi] be, so, only then, yo<BR><BR>rank = 1284
",,
1165,悲,,5.0,1166,bēi,,"sorrow, grief; sorry, sad",悲," [bēi] 悲哀 grieved; 悲观 pessimistic; 悲剧 traged<BR><BR>rank = 1039
",悲哀; 悲观; 悲剧,<span class=examplehanzi>悲</span>哀; <span class=examplehanzi>悲</span>观; <span class=examplehanzi>悲</span>剧
1166,拍,,5.0,1167,pāi," bó, pò","clap, tap, beat; beat or rhythm",拍," [pāi] clap, paddle; 乒乓拍 pīngpāngpāi ping-pong paddl<BR><BR>rank = 912
",乒乓拍,乒乓<span class=examplehanzi>拍</span>
1167,丁,,5.0,1168,dīng, zhēng,"male adult; robust, vigorous; 4th heavenly stem",丁," [dīng] 4th in a series, cubes (in food preparation), &LT;family name&GT;<BR>[zhēng] 丁丁 zhēngzhēng clang, clan<BR><BR>rank = 1027
",丁丁,<span class=examplehanzi>丁</span><span class=examplehanzi>丁</span>
1168,赵,,,1169,zhào, tiǎo,surname; ancient state,赵," [Zhào] &LT;family name&GT<BR><BR>rank = 982
",,
1169,硬,,4.0,1170,yìng, gěng,"hard, firm, strong; obstinate",硬," [yìng] hard; 硬件 yìngjiàn hardwar<BR><BR>rank = 1067
",硬件,<span class=examplehanzi>硬</span>件
1170,麦,麥   ,5.0,1171,mài,,"wheat, barley, oats; simplified form of KangXi radical number 199",麦," [mài] wheat, etc; 麦片 màipiàn oatmeal; 麦克风 màikèfēng &LT;loan&GT; microphon<BR><BR>rank = 1412
",麦片; 麦克风,<span class=examplehanzi>麦</span>片; <span class=examplehanzi>麦</span>克风
1171,蒋,,,1172,jiǎng, jiāng,surname; hydropyrum latifalium,蒋," [Jiǎng] &LT;family name&GT<BR><BR>rank = 1571
",,
1172,操,,5.0,1173,cāo, cào,"conduct, run, control, manage",操," [cāo] conduct, grasp; 操纵 cāozòng operate<BR>[cào] make troubl<BR><BR>rank = 1227
",操纵,<span class=examplehanzi>操</span>纵
1173,耶,,,1174,yé," yē, xié",used in transliteration,耶," [yé] &LT;archaic interrogative particle&GT;, (=爷 yé) grandfather<BR>[Yē] 耶稣 Yēsū Jesu<BR><BR>rank = 1153
",爷; 耶稣,爷; <span class=examplehanzi>耶</span>稣
1174,阻,,5.0,1175,zǔ, zhù,"impede, hinder, obstruct; oppose",阻," [zǔ] block; 阻止 zǔzhǐ prevent; 电阻 diànzǔ resistanc<BR><BR>rank = 1460
",阻止; 电阻,<span class=examplehanzi>阻</span>止; 电<span class=examplehanzi>阻</span>
1175,订,訂   ,5.0,1176,dìng,,draw up agreement; arrange,订," [dìng] conclude (compare with 定 dìng decide<BR><BR>rank = 996
",定,定
1176,彩,綵 彩  ,4.0,1177,cǎi,,"hue, color; variegated colors",彩," [cǎi] (色彩 sècǎi) colour; 彩色 cǎisè multicolou<BR><BR>rank = 1089
",色彩; 彩色,色<span class=examplehanzi>彩</span>; <span class=examplehanzi>彩</span>色
1177,抽,,4.0,1178,chōu,,"draw out, pull out; sprout",抽," [chōu] take out; shrink; whip; 抽烟 smoke tobacc<BR><BR>rank = 1146
",抽烟,<span class=examplehanzi>抽</span>烟
1178,赞,贊 讚  ,5.0,1179,zàn,,"help, support, assist, aid",赞," [zàn] 赞成 approve of; 称赞 prais<BR><BR>rank = 1194
",赞成; 称赞,<span class=examplehanzi>赞</span>成; 称<span class=examplehanzi>赞</span>
1179,魔,,6.0,1180,mó,,"demon, evil spirits; magic power",魔," [mó] evil spirit, (=恶魔 èmó, =魔鬼 móguǐ) demon; 魔术 móshù magi<BR><BR>rank = 1563
",恶魔魔鬼; 魔术,恶<span class=examplehanzi>魔</span><span class=examplehanzi>魔</span>鬼; <span class=examplehanzi>魔</span>术
1180,纷,紛   ,5.0,1181,fēn,,"in disorder, scattered, tangled",纷," [fēn] 纷纷 one after another; 纠纷 jiūfēn dispute; 纷<BR><BR>rank = 966
",纷纷; 纠纷; 纷,<span class=examplehanzi>纷</span><span class=examplehanzi>纷</span>; 纠<span class=examplehanzi>纷</span>; <span class=examplehanzi>纷</span>
1181,沿,,6.0,1182,yán, yàn,"follow a course, go along",沿," [yán] along; 沿海 yánhǎi coastal; 沿儿 yánr water's edg<BR><BR>rank = 1317
",沿海; 沿儿,<span class=examplehanzi>沿</span>海; <span class=examplehanzi>沿</span>儿
1182,喊,,5.0,1183,hǎn,,"shout, call out, yell; howl; cry",喊," [hǎn] (=喊叫 hǎnjiào, 呼喊 hūhǎn, 叫喊 jiàohǎn) shout, cry ou<BR><BR>rank = 1126
",喊叫呼喊叫喊,<span class=examplehanzi>喊</span>叫呼<span class=examplehanzi>喊</span>叫<span class=examplehanzi>喊</span>
1183,违,違   ,5.0,1184,wéi,,"disobey, violate, defy; be apart from",违," [wéi] disobey, (=违反 wéifǎn, =违背 wéibèi) violate; 违法 wéifǎ break the la<BR><BR>rank = 1574
",违反违背; 违法,<span class=examplehanzi>违</span>反<span class=examplehanzi>违</span>背; <span class=examplehanzi>违</span>法
1184,妹,,2.0,1185,mèi,,younger sister,妹," [mèi] (妹妹 mèimei) little sister; 姐妹 jiěmèi sisters<BR>{Compare with �� mò = wife of the last ruler of the Xia dynasty<BR><BR>rank = 857
",妹妹; 姐妹,<span class=examplehanzi>妹</span><span class=examplehanzi>妹</span>; 姐<span class=examplehanzi>妹</span>
1185,浪,,4.0,1186,làng, láng,"wave; wasteful, reckless",浪," [làng] (=波浪 bōlàng) wave (of water); 浪费 wast<BR><BR>rank = 1145
",波浪; 浪费,波<span class=examplehanzi>浪</span>; <span class=examplehanzi>浪</span>费
1186,汇,彙 匯  ,5.0,1187,huì,,"concourse; flow together, gather",汇," [huì] (F��) gather together; 汇报 guìbào to report; 词汇 cíhuì vocabulary; (F�R) converge, remi<BR><BR>rank = 1199
",汇报; 词汇,<span class=examplehanzi>汇</span>报; 词<span class=examplehanzi>汇</span>
1187,币,幣   ,4.0,1188,bì,,"currency, coins, legal tender",币," [bì] money, currency; 硬币 coin; 人民币 rénmínbì RMB<BR><BR>rank = 1296
",硬币; 人民币,硬<span class=examplehanzi>币</span>; 人民<span class=examplehanzi>币</span>
1188,丰,丰 豐  ,4.0,1189,fēng,,"abundant, lush, bountiful, plenty",丰," [fēng] good-looking (F�S) 丰富 fēngfù abundan<BR><BR>rank = 1191
",丰富,<span class=examplehanzi>丰</span>富
1189,蓝,藍   ,3.0,1190,lán, la,blue; indigo plant; surname,蓝," [lán] (蓝色) blu<BR><BR>rank = 1352
",蓝色,<span class=examplehanzi>蓝</span>色
1190,殊,,5.0,1191,shū,,"different, special, unusual",殊," [shū] 特殊 tèshū special, particula<BR><BR>rank = 1496
",特殊,特<span class=examplehanzi>殊</span>
1191,献,獻   ,5.0,1192,xiàn,,"offer, present; show, display",献," [xiàn] donate; 贡献 gòngxiàn contributio<BR><BR>rank = 1109
",贡献,贡<span class=examplehanzi>献</span>
1192,桌,,1.0,1193,zhuō,,"table, desk, stand",桌," [zhuō] table; 一张桌子 yì zhāng zhuōzi one tabl<BR><BR>rank = 1037
",一张桌子,一张<span class=examplehanzi>桌</span>子
1193,啦,,6.0,1194,la, lā,final particle of assertion,啦," [la] corresponding to 了 le plus 啊 a, &LT;interjection indicating excitement/doubt&GT;<BR>[lā] 呼啦啦 hūlālā flapping sound<BR>[lá] 啦啦 lálá chat, gossip, jaw; 啦呱 láguā chat, gossi<BR><BR>rank = 916
","了啊, 呼啦啦; 啦啦; 啦呱","了啊, 呼<span class=examplehanzi>啦</span><span class=examplehanzi>啦</span>; <span class=examplehanzi>啦</span><span class=examplehanzi>啦</span>; <span class=examplehanzi>啦</span>呱"
1194,瓦,,6.0,1195,wǎ, wà,tile; earthenware pottery; girl,瓦," [wǎ] tile; (瓦特 wǎtè) Watt<BR>[wà] to tile a roof<BR>[wā] 蓝瓦瓦 lánwāwā dazzling blu<BR><BR>rank = 1637
","瓦特, 蓝瓦瓦","<span class=examplehanzi>瓦</span>特, 蓝<span class=examplehanzi>瓦</span><span class=examplehanzi>瓦</span>"
1195,莱,,,1196,lái,,"goosefoot, weed; fallow field",莱," [lái] 莱菔 láifú radish; 文莱 Wénlái Brune<BR><BR>rank = 1727
",莱菔; 文莱,<span class=examplehanzi>莱</span>菔; 文<span class=examplehanzi>莱</span>
1196,援,,6.0,1197,yuán,,"aid, assist; lead; cite",援," [yuán] hold, help; 支援 zhīyuán support; 援助 yuánzhù hel<BR><BR>rank = 1577
",支援; 援助,支<span class=examplehanzi>援</span>; <span class=examplehanzi>援</span>助
1197,译,譯   ,4.0,1198,yì,,translate; decode; encode,译," [yì] (翻译 fānyì) translat<BR><BR>rank = 1251
",翻译,翻<span class=examplehanzi>译</span>
1198,夺,奪   ,6.0,1199,duó,,"take by force, rob, snatch",夺," [duó] force one's way; 夺取 seize, capture; 争夺 fight fo<BR><BR>rank = 1140
",夺取; 争夺,<span class=examplehanzi>夺</span>取; 争<span class=examplehanzi>夺</span>
1199,汽,,2.0,1200,qì," gāi, yǐ","steam, vapor, gas",汽," [qì] vapor, steam; 汽由 qìyóu gasoline; 汽车 qìchē ca<BR><BR>rank = 1117
",汽由; 汽车,<span class=examplehanzi>汽</span>由; <span class=examplehanzi>汽</span>车
1200,烧,燒   ,3.0,1201,shāo,,burn; bake; heat; roast,烧," [shāo] roast, cook, burn (compare with 炒 chǎo stir-fry<BR><BR>rank = 1088
",炒,炒
1201,距,,4.0,1202,jù,,distance; bird's spur,距," [jù] (距离 jùlí) distanc<BR><BR>rank = 1450
",距离,<span class=examplehanzi>距</span>离
1202,裁,,5.0,1203,cái,,cut out; decrease,裁," [cái] cut cloth or paper; reduce; decide; sanctio<BR><BR>rank = 1437
",,
1203,偏,,6.0,1204,piān,,inclined one side; slanting,偏," [piān] slanting, leaning; stubbornly; unfortunatel<BR><BR>rank = 1148
",,
1204,符,,4.0,1205,fú,,"i.d. tag, tally, symbol, charm",符," [fú] 符合 fúhé conform to; 符号 fúhào mark, symbo<BR><BR>rank = 1618
",符合; 符号,<span class=examplehanzi>符</span>合; <span class=examplehanzi>符</span>号
1205,勇,,4.0,1206,yǒng,,"brave, courageous, fierce",勇," [yǒng] 勇敢 yǒnggǎn brave; 勇气 courage; 勇士 brave warrio<BR><BR>rank = 1271
",勇敢; 勇气; 勇士,<span class=examplehanzi>勇</span>敢; <span class=examplehanzi>勇</span>气; <span class=examplehanzi>勇</span>士
1206,触,觸   ,5.0,1207,chù,,"butt, ram, gore; touch",触," [chù] touch; 接触 jiēchù get in touch; 触角 antenn<BR><BR>rank = 1380
",接触; 触角,接<span class=examplehanzi>触</span>; <span class=examplehanzi>触</span>角
1207,课,課   ,2.0,1208,kè,,lesson; course; classwork,课," [kè] lesson; 课本 kèběn textboo<BR><BR>rank = 1100
",课本,<span class=examplehanzi>课</span>本
1208,敬,,5.0,1209,jìng,,"respect, honor; respectfully",敬," [jìng] (尊敬 zūnjìng) respec<BR><BR>rank = 1053
",尊敬,尊<span class=examplehanzi>敬</span>
1209,哭,,3.0,1210,kū,,"weep, cry, wail",哭," [kū] cry, wee<BR><BR>rank = 925
",,
1210,懂,,2.0,1211,dǒng,,"understand, comprehend",懂," [dǒng] understan<BR><BR>rank = 1107
",,
1211,墙,牆   ,4.0,1212,qiáng,,wall,墙," [qiáng] (=墙壁 qiángbì) wal<BR><BR>rank = 1031
",墙壁,<span class=examplehanzi>墙</span>壁
1212,袭,襲   ,6.0,1213,xí,,"raid, attack; inherit",袭," [xí] make a surprise attack, carry on as befor<BR><BR>rank = 1771
",,
1213,召,,5.0,1214,zhào, shào,imperial decree; summon,召," [zhào] 召开 zhàokāi conven<BR><BR>rank = 1181
",召开,<span class=examplehanzi>召</span>开
1214,罚,罰   ,5.0,1215,fá,,"penalty, fine; punish, penalize",罚," [fá] (=惩罚 chéngfá) punish, (=罚款 fákuǎn) penalt<BR><BR>rank = 1678
",惩罚罚款,惩<span class=examplehanzi>罚</span><span class=examplehanzi>罚</span>款
1215,侠,俠   ,6.0,1216,xiá,,chivalrous person; knight-errant,侠," [xiá] 侠客 xiákè chivalrous warrior; 侠义 chivalrou<BR><BR>rank = 1387
",侠客; 侠义,<span class=examplehanzi>侠</span>客; <span class=examplehanzi>侠</span>义
1216,厅,廳   ,5.0,1217,tīng,,"hall, central room",厅," [tīng] hall; 餐厅 cāntīng dining roo<BR><BR>rank = 1055
",餐厅,餐<span class=examplehanzi>厅</span>
1217,拜,,5.0,1218,bài,,"do obeisance, bow, kowtow",拜," [bài] honor, worship; 礼拜 lǐbài week<BR>[bái] 拜拜 báibai bye-by<BR><BR>rank = 1118
",礼拜; 拜拜,礼<span class=examplehanzi>拜</span>; <span class=examplehanzi>拜</span><span class=examplehanzi>拜</span>
1218,巧,,4.0,1219,qiǎo,,"skillful, ingenious, clever",巧," [qiǎo] clever, coincidentally; 巧妙 qiǎomiào ingeniou<BR><BR>rank = 1264
",巧妙,<span class=examplehanzi>巧</span>妙
1219,侧,側   ,6.0,1220,cè, zè,"side; incline, slant, lean",侧," [cè] side<BR>[zhāi] 侧歪 zhāiwai slan<BR><BR>rank = 1316
",侧歪,<span class=examplehanzi>侧</span>歪
1220,韩,,,1221,hán,,fence; surname; Korea,韩," [Hán] &LT;family name&GT;; (old name for Korea<BR><BR>rank = 1308
",,
1221,冒,,3.0,1222,mào," mòu, mò","risk, brave, dare",冒," [mào] emit, risk, pretend to be, &LT;family name&GT;; 感冒 catch a col<BR><BR>rank = 1299
",感冒,感<span class=examplehanzi>冒</span>
1222,债,債   ,6.0,1223,zhài,,"debt, loan, liabilities",债," [zhài] deb<BR><BR>rank = 2018
",,
1223,曼,,,1224,màn, mán,"long, extended, vast; beautiful",曼," [màn] prolonged, gracefu<BR><BR>rank = 1883
",,
1224,融,,5.0,1225,róng,,"melt, fuse; blend, harmonize",融," [róng] (融化) melt (ice or snow; cf 熔 róng<BR><BR>rank = 1258
",融化; 熔,<span class=examplehanzi>融</span>化; 熔
1225,惯,慣   ,3.0,1226,guàn,,"habit, custom; habitually, usual",惯," [guàn] be used to; 习惯 xíguàn be used to, habit, custo<BR><BR>rank = 1291
",习惯,习<span class=examplehanzi>惯</span>
1226,享,,5.0,1227,xiǎng,,enjoy,享," [xiǎng] (=享受 xiǎngshòu) enjoy (compare with 亨 hēng<BR><BR>rank = 1267
",享受亨,<span class=examplehanzi>享</span>受亨
1227,戴,,4.0,1228,dài,,wear on top; support,戴," [dài] put on; 戴眼镜 dài yǎnjìng wear glasses; 戴上帽子 dàishang màozi put on a ha<BR><BR>rank = 1213
",戴眼镜; 戴上帽子,<span class=examplehanzi>戴</span>眼镜; <span class=examplehanzi>戴</span>上帽子
1228,童,,4.0,1229,tóng, zhōng,"child, boy, servant boy; virgin",童," [tóng] 儿童 értóng childre<BR><BR>rank = 1081
",儿童,儿<span class=examplehanzi>童</span>
1229,犹,猶   ,5.0,1230,yóu,,"like, similar to, just like, as",犹," [yóu] still, yet; 犹豫 yóuyù hesitate; 犹如 yóurú as i<BR><BR>rank = 1278
",犹豫; 犹如,<span class=examplehanzi>犹</span>豫; <span class=examplehanzi>犹</span>如
1230,乘,,4.0,1231,chéng, shèng,"ride, ascend; avail oneself of; numerary adjunct for vehicles",乘," [chéng] ride (a vehicle); multiply<BR>[shèng] chario<BR><BR>rank = 1164
",,
1231,挂,挂 掛  ,4.0,1232,guà,,"hang, suspend; suspense",挂," [guà] hang, put u<BR><BR>rank = 1155
",,
1232,奖,獎   ,4.0,1233,jiǎng,,"prize, reward; give award to",奖," [jiǎng] prize, award; 奖金 bonus; 奖学金 scholarshi<BR><BR>rank = 826
",奖金; 奖学金,<span class=examplehanzi>奖</span>金; <span class=examplehanzi>奖</span>学金
1233,绍,紹   ,2.0,1234,shào,,"continue, carry on; join",绍," [shào] 介绍 jièshào introduc<BR><BR>rank = 1187
",介绍,介<span class=examplehanzi>绍</span>
1234,厚,,4.0,1235,hòu,,thick; substantial; greatly,厚," [hòu] thick, deep, kind, rich (food) (compare with 薄 báo thin<BR><BR>rank = 1122
",薄,薄
1235,纵,縱   ,6.0,1236,zòng," zǒng, sǒng","indulge in, give free reign to",纵," [zòng] longitudinally; 操纵 cāozòng operate; 纵对 zòngduì column, fil<BR><BR>rank = 1152
",操纵; 纵对,操<span class=examplehanzi>纵</span>; <span class=examplehanzi>纵</span>对
1236,障,,6.0,1237,zhàng, zhāng,separate; shield; barricade,障," [zhàng] barrier, obstacle, (=障碍 zhàng'ài) obstruct; 保障 bǎozhàng ensur<BR><BR>rank = 1668
",障碍; 保障,<span class=examplehanzi>障</span>碍; 保<span class=examplehanzi>障</span>
